NO_DEBLOCK,NO_FAST_PSKIP,NO_MBTREE,NO_MIXED_REFS,NO_WEIGHTB,--rc-lookahead-20,--rc-lookahead-40,--rc-lookahead-60,A,B,C,worker_id,PERF
1,1,1,1,0,0,0,1,0,0,1,98,64.18
1,1,1,1,0,0,1,0,0,0,1,98,64.058
1,1,1,1,0,1,0,0,0,0,1,98,64.434
1,1,1,1,1,0,0,1,1,0,0,98,31.682
1,1,1,1,1,1,0,0,0,1,0,98,47.472
1,1,1,1,1,0,1,0,0,1,0,98,46.784
1,1,1,1,1,0,0,1,0,1,0,98,46.938
1,1,1,1,1,1,0,0,0,0,1,98,64.72
1,1,1,1,1,0,0,1,0,0,1,98,64.088
0,0,0,0,0,1,0,0,1,0,0,103,23.716
0,0,0,0,0,0,1,0,1,0,0,103,24.248
0,0,0,0,0,0,0,1,1,0,0,103,23.93
0,0,0,0,0,1,0,0,0,1,0,103,43.31
0,0,0,0,0,0,1,0,0,1,0,103,43.656
0,0,0,0,0,0,0,1,0,1,0,103,43.72
0,0,0,0,0,1,0,0,0,0,1,103,61.382
0,0,0,0,0,0,1,0,0,0,1,103,61.342
0,0,0,0,0,0,0,1,0,0,1,103,61.684
0,0,0,0,1,0,1,0,1,0,0,103,23.858
0,0,0,0,1,1,0,0,0,1,0,103,43.344
0,0,0,0,1,0,1,0,0,0,1,103,61.512
0,0,0,0,1,0,0,1,0,0,1,103,61.608
0,0,0,1,0,0,1,0,1,0,0,103,23.836
0,0,0,1,0,0,0,1,1,0,0,103,24.014
0,0,0,1,0,1,0,0,0,1,0,103,33.788
0,0,0,1,0,0,1,0,0,1,0,103,33.89
0,0,0,1,0,0,0,1,0,1,0,103,33.958
0,0,0,1,0,1,0,0,0,0,1,103,45.374
0,0,0,1,0,0,0,1,0,0,1,103,45.422
0,0,0,1,1,1,0,0,1,0,0,103,23.7225
0,0,0,1,1,0,1,0,1,0,0,103,23.972
0,0,0,1,1,0,0,1,1,0,0,103,24.016
0,0,0,1,1,1,0,0,0,1,0,103,33.912
0,0,0,1,1,0,0,1,0,1,0,103,33.93
0,0,0,1,1,0,1,0,0,0,1,103,45.456
0,0,1,0,0,0,0,1,1,0,0,103,30.214
0,0,1,0,0,0,1,0,0,1,0,103,57.328
0,0,1,0,0,0,1,0,0,0,1,103,82.052
0,0,1,0,0,1,0,0,0,0,1,103,82.112
0,0,1,0,0,0,0,1,0,0,1,103,82.07
0,0,1,0,1,0,1,0,1,0,0,103,29.664
0,0,1,0,1,1,0,0,0,0,1,103,82.18
0,0,1,0,1,0,1,0,0,0,1,103,82.122
0,0,1,1,0,1,0,0,1,0,0,103,29.802
0,0,1,1,0,0,1,0,0,1,0,103,42.154
0,0,1,1,0,0,0,1,0,0,1,103,57.264
0,0,1,1,0,1,0,0,0,0,1,103,57.99
0,0,1,1,1,1,0,0,1,0,0,103,29.866
0,0,1,1,1,0,0,1,1,0,0,103,30.204
0,0,1,1,1,0,1,0,1,0,0,103,29.834
0,0,1,1,1,0,0,1,0,0,1,103,57.156
0,0,1,1,1,1,0,0,0,0,1,103,57.338
0,0,1,1,1,0,1,0,0,0,1,103,57.218
0,1,0,0,0,0,1,0,1,0,0,103,24.898
0,1,0,0,0,0,0,1,1,0,0,103,25.014
0,1,0,0,0,1,0,0,0,1,0,103,50.166
0,1,0,0,0,0,1,0,0,1,0,103,50.338
0,1,0,0,0,1,0,0,0,0,1,103,73.632
0,1,0,0,0,0,0,1,0,0,1,103,73.94
0,1,0,0,1,1,0,0,1,0,0,103,24.69
0,1,0,0,1,0,1,0,1,0,0,103,24.876
0,1,0,0,1,0,0,1,1,0,0,103,25.09
0,1,0,0,1,1,0,0,0,1,0,103,50.054
0,1,0,0,1,0,1,0,0,1,0,103,50.118
0,1,0,0,1,0,0,1,0,1,0,103,50.296
0,1,0,0,1,0,0,1,0,0,1,103,73.688
0,1,0,1,0,1,0,0,1,0,0,103,24.798
0,1,0,1,0,0,0,1,1,0,0,103,24.954
0,1,0,1,0,0,0,1,0,1,0,103,39.76
0,1,0,1,0,0,0,1,0,0,1,103,56.342
0,1,0,1,1,1,0,0,1,0,0,103,24.714
0,1,0,1,1,0,1,0,1,0,0,103,25.282
0,1,0,1,1,0,0,1,1,0,0,103,25.008
0,1,0,1,1,0,1,0,0,1,0,103,39.694
0,1,0,1,1,0,0,1,0,1,0,103,39.774
0,1,0,1,1,1,0,0,0,0,1,103,55.936
0,1,0,1,1,0,1,0,0,0,1,103,56.184
0,1,0,1,1,0,0,1,0,0,1,103,56.252
0,1,1,0,0,0,1,0,1,0,0,103,30.24
0,1,1,0,0,1,0,0,1,0,0,103,30.214
0,1,1,0,0,0,1,0,0,1,0,103,63.262
0,1,1,0,0,0,0,1,0,0,1,103,88.028
0,1,1,0,1,0,1,0,1,0,0,103,30.268
0,1,1,0,1,1,0,0,0,1,0,103,60.768
0,1,1,0,1,0,0,1,0,1,0,103,60.532
0,1,1,0,1,0,1,0,0,1,0,103,60.656
0,1,1,1,0,0,1,0,0,1,0,103,45.374
0,1,1,1,0,1,0,0,0,0,1,103,63.07
0,1,1,1,1,0,0,1,1,0,0,103,30.284
0,1,1,1,1,1,0,0,0,1,0,103,45.286
0,1,1,1,1,0,0,1,0,1,0,103,45.252
0,1,1,1,1,0,0,1,0,0,1,103,62.98
1,0,0,0,0,1,0,0,1,0,0,103,23.518
1,0,0,0,0,1,0,0,0,1,0,103,44.528
1,0,0,0,0,0,1,0,0,1,0,103,44.104
1,0,0,0,0,0,0,1,0,1,0,103,44.196
1,0,0,0,0,0,1,0,0,0,1,103,62.512
1,0,0,0,1,1,0,0,1,0,0,103,23.634
1,0,0,0,1,0,1,0,1,0,0,103,23.65
1,0,0,0,1,0,0,1,1,0,0,103,23.864
1,0,0,0,1,1,0,0,0,1,0,103,43.756
1,0,0,0,1,0,1,0,0,1,0,103,44.126
1,0,0,0,1,1,0,0,0,0,1,103,63.36
1,0,0,0,1,0,1,0,0,0,1,103,62.474
1,0,0,0,1,0,0,1,0,0,1,103,62.452
1,0,0,1,0,1,0,0,1,0,0,103,23.576
1,0,0,1,0,0,1,0,1,0,0,103,23.712
1,0,0,1,0,0,0,1,1,0,0,103,23.82
1,0,0,1,0,0,1,0,0,1,0,103,33.76
1,0,0,1,0,0,0,1,0,0,1,103,45.262
1,0,0,1,1,1,0,0,1,0,0,103,23.572
1,0,0,1,1,0,1,0,1,0,0,103,23.754
1,0,0,1,1,1,0,0,0,1,0,103,33.582
1,0,0,1,1,1,0,0,0,0,1,103,45.102
1,0,0,1,1,0,0,1,0,0,1,103,45.238
1,0,1,0,0,1,0,0,0,1,0,103,57.654
1,0,1,0,0,0,0,1,0,1,0,103,57.47
1,0,1,0,0,0,1,0,0,1,0,103,57.584
1,0,1,0,0,0,0,1,0,0,1,103,82.744
1,0,1,0,0,0,1,0,0,0,1,103,82.806
1,0,1,0,0,1,0,0,0,0,1,103,82.682
1,0,1,0,1,0,1,0,0,1,0,103,57.61
1,0,1,0,1,1,0,0,0,1,0,103,57.45
1,0,1,0,1,0,0,1,0,0,1,103,82.89
1,0,1,0,1,0,1,0,0,0,1,103,82.734
1,0,1,1,0,1,0,0,1,0,0,103,29.65
1,0,1,1,0,0,0,1,1,0,0,103,29.548
1,0,1,1,0,0,1,0,1,0,0,103,29.646
1,0,1,1,0,0,0,1,0,1,0,103,42.12
1,0,1,1,1,1,0,0,1,0,0,103,29.592
1,0,1,1,1,0,1,0,1,0,0,103,29.576
1,0,1,1,1,0,1,0,0,1,0,103,42.078
1,0,1,1,1,1,0,0,0,1,0,103,42.022
1,0,1,1,1,0,0,1,0,1,0,103,42.09
1,1,0,0,0,0,0,1,1,0,0,103,24.734
1,1,0,0,0,1,0,0,0,1,0,103,50.804
1,1,0,0,0,0,1,0,0,1,0,103,50.694
1,1,0,0,0,0,0,1,0,1,0,103,50.712
1,1,0,0,0,0,1,0,0,0,1,103,74.596
1,1,0,0,1,1,0,0,1,0,0,103,24.626
1,1,0,0,1,0,1,0,1,0,0,103,24.7
1,1,0,0,1,1,0,0,0,1,0,103,50.674
1,1,0,0,1,0,0,1,0,1,0,103,50.838
1,1,0,0,1,1,0,0,0,0,1,103,74.396
1,1,0,0,1,0,1,0,0,0,1,103,74.552
1,1,0,1,0,1,0,0,1,0,0,103,24.528
1,1,0,1,0,0,1,0,1,0,0,103,24.656
1,1,0,1,0,0,0,1,1,0,0,103,24.81
1,1,0,1,0,1,0,0,0,1,0,103,39.47
1,1,0,1,0,0,1,0,0,1,0,103,39.44
1,1,0,1,0,0,0,1,0,1,0,103,39.634
1,1,0,1,0,1,0,0,0,0,1,103,55.704
1,1,0,1,0,0,0,1,0,0,1,103,55.86
1,1,0,1,1,0,0,1,1,0,0,103,24.768
1,1,0,1,1,1,0,0,0,1,0,103,39.346
1,1,0,1,1,0,1,0,0,1,0,103,39.494
1,1,0,1,1,0,0,1,0,1,0,103,39.524
1,1,0,1,1,0,1,0,0,0,1,103,55.996
1,1,0,1,1,0,0,1,0,0,1,103,55.828
1,1,1,0,0,1,0,0,0,0,1,103,88.54
1,1,1,0,1,0,1,0,1,0,0,103,29.924
1,1,1,0,1,1,0,0,0,1,0,103,60.668
1,1,1,0,1,0,1,0,0,0,1,103,88.998
1,1,1,0,1,0,0,1,0,0,1,103,88.62
1,1,1,0,1,1,0,0,0,0,1,103,88.588
1,1,1,1,0,0,0,1,0,0,1,103,62.764
1,1,1,1,0,0,1,0,0,0,1,103,62.822
1,1,1,1,0,1,0,0,0,0,1,103,62.716
1,1,1,1,1,0,0,1,1,0,0,103,30.052
1,1,1,1,1,1,0,0,0,1,0,103,45.568
1,1,1,1,1,0,1,0,0,1,0,103,45.116
1,1,1,1,1,0,0,1,0,1,0,103,45.02
1,1,1,1,1,1,0,0,0,0,1,103,62.712
1,1,1,1,1,0,0,1,0,0,1,103,62.778
0,0,0,0,0,1,0,0,1,0,0,104,45.355
0,0,0,0,0,0,1,0,1,0,0,104,46.025
0,0,0,0,0,0,0,1,1,0,0,104,45.85666667
0,0,0,0,0,1,0,0,0,1,0,104,79.945
0,0,0,0,0,0,1,0,0,1,0,104,80.24
0,0,0,0,0,0,0,1,0,1,0,104,80.55
0,0,0,0,0,1,0,0,0,0,1,104,109.08
0,0,0,0,0,0,1,0,0,0,1,104,109.88
0,0,0,0,0,0,0,1,0,0,1,104,110.5225
0,0,0,0,1,0,1,0,1,0,0,104,45.8
0,0,0,0,1,1,0,0,0,1,0,104,80.115
0,0,0,0,1,0,1,0,0,0,1,104,109.47
0,0,0,0,1,0,0,1,0,0,1,104,109.78
0,0,0,1,0,0,1,0,1,0,0,104,46.075
0,0,0,1,0,0,0,1,1,0,0,104,46.0975
0,0,0,1,0,1,0,0,0,1,0,104,62.125
0,0,0,1,0,0,1,0,0,1,0,104,62.23
0,0,0,1,0,0,0,1,0,1,0,104,62.63
0,0,0,1,0,1,0,0,0,0,1,104,80.36
0,0,0,1,0,0,0,1,0,0,1,104,81.22
0,0,0,1,1,1,0,0,1,0,0,104,45.375
0,0,0,1,1,0,1,0,1,0,0,104,45.50666667
0,0,0,1,1,0,0,1,1,0,0,104,46.34
0,0,0,1,1,1,0,0,0,1,0,104,62.06
0,0,0,1,1,0,0,1,0,1,0,104,62.45
0,0,0,1,1,0,1,0,0,0,1,104,80.735
0,0,1,0,0,0,0,1,1,0,0,104,57.33666667
0,0,1,0,0,0,1,0,0,1,0,104,105.2
0,0,1,0,0,0,1,0,0,0,1,104,148.43
0,0,1,0,0,1,0,0,0,0,1,104,145.7275
0,0,1,0,0,0,0,1,0,0,1,104,146.23
0,0,1,0,1,0,1,0,1,0,0,104,56.85
0,0,1,0,1,1,0,0,0,0,1,104,145.91
0,0,1,0,1,0,1,0,0,0,1,104,145.7933333
0,0,1,1,0,1,0,0,1,0,0,104,57.03
0,0,1,1,0,0,1,0,0,1,0,104,77.215
0,0,1,1,0,0,0,1,0,0,1,104,102.26
0,0,1,1,0,1,0,0,0,0,1,104,102.42
0,0,1,1,1,1,0,0,1,0,0,104,56.96666667
0,0,1,1,1,0,0,1,1,0,0,104,56.955
0,0,1,1,1,0,1,0,1,0,0,104,57.16
0,0,1,1,1,0,0,1,0,0,1,104,101.22
0,0,1,1,1,1,0,0,0,0,1,104,101.78
0,0,1,1,1,0,1,0,0,0,1,104,101.62
0,1,0,0,0,0,1,0,1,0,0,104,47.685
0,1,0,0,0,0,0,1,1,0,0,104,48.18
0,1,0,0,0,1,0,0,0,1,0,104,92.048
0,1,0,0,0,0,1,0,0,1,0,104,91.845
0,1,0,0,0,1,0,0,0,0,1,104,128.6
0,1,0,0,0,0,0,1,0,0,1,104,130.14
0,1,0,0,1,1,0,0,1,0,0,104,47.275
0,1,0,0,1,0,1,0,1,0,0,104,47.49666667
0,1,0,0,1,0,0,1,1,0,0,104,47.84
0,1,0,0,1,1,0,0,0,1,0,104,91.525
0,1,0,0,1,0,1,0,0,1,0,104,92.195
0,1,0,0,1,0,0,1,0,1,0,104,92.1
0,1,0,0,1,0,0,1,0,0,1,104,128.79
0,1,0,1,0,1,0,0,1,0,0,104,47.78
0,1,0,1,0,0,0,1,1,0,0,104,48.3
0,1,0,1,0,0,0,1,0,1,0,104,72.45
0,1,0,1,0,0,0,1,0,0,1,104,97.945
0,1,0,1,1,1,0,0,1,0,0,104,47.08
0,1,0,1,1,0,1,0,1,0,0,104,47.665
0,1,0,1,1,0,0,1,1,0,0,104,47.825
0,1,0,1,1,0,1,0,0,1,0,104,72.08
0,1,0,1,1,0,0,1,0,1,0,104,73.29333333
0,1,0,1,1,1,0,0,0,0,1,104,96.65
0,1,0,1,1,0,1,0,0,0,1,104,98.48
0,1,0,1,1,0,0,1,0,0,1,104,98.47
0,1,1,0,0,0,1,0,1,0,0,104,58.08
0,1,1,0,0,1,0,0,1,0,0,104,57.78
0,1,1,0,0,0,1,0,0,1,0,104,110.75
0,1,1,0,0,0,0,1,0,0,1,104,156.545
0,1,1,0,1,0,1,0,1,0,0,104,57.91333333
0,1,1,0,1,1,0,0,0,1,0,104,111.05
0,1,1,0,1,0,0,1,0,1,0,104,112.06
0,1,1,0,1,0,1,0,0,1,0,104,111.5
0,1,1,1,0,0,1,0,0,1,0,104,83.46
0,1,1,1,0,1,0,0,0,0,1,104,112.44
0,1,1,1,1,0,0,1,1,0,0,104,58.12
0,1,1,1,1,1,0,0,0,1,0,104,83.24
0,1,1,1,1,0,0,1,0,1,0,104,82.69
0,1,1,1,1,0,0,1,0,0,1,104,110.86
1,0,0,0,0,1,0,0,1,0,0,104,45.265
1,0,0,0,0,1,0,0,0,1,0,104,80.775
1,0,0,0,0,0,1,0,0,1,0,104,81.225
1,0,0,0,0,0,0,1,0,1,0,104,81.355
1,0,0,0,0,0,1,0,0,0,1,104,110.8925
1,0,0,0,1,1,0,0,1,0,0,104,45.53
1,0,0,0,1,0,1,0,1,0,0,104,45.358
1,0,0,0,1,0,0,1,1,0,0,104,45.525
1,0,0,0,1,1,0,0,0,1,0,104,80.975
1,0,0,0,1,0,1,0,0,1,0,104,80.66
1,0,0,0,1,1,0,0,0,0,1,104,110.665
1,0,0,0,1,0,1,0,0,0,1,104,110.9033333
1,0,0,0,1,0,0,1,0,0,1,104,111.235
1,0,0,1,0,1,0,0,1,0,0,104,44.89
1,0,0,1,0,0,1,0,1,0,0,104,45.346
1,0,0,1,0,0,0,1,1,0,0,104,45.64
1,0,0,1,0,0,1,0,0,1,0,104,62.02666667
1,0,0,1,0,0,0,1,0,0,1,104,80.66
1,0,0,1,1,1,0,0,1,0,0,104,47.19
1,0,0,1,1,0,1,0,1,0,0,104,45.32666667
1,0,0,1,1,1,0,0,0,1,0,104,61.72
1,0,0,1,1,1,0,0,0,0,1,104,80.215
1,0,0,1,1,0,0,1,0,0,1,104,80.705
1,0,1,0,0,1,0,0,0,1,0,104,106.46
1,0,1,0,0,0,0,1,0,1,0,104,105.69
1,0,1,0,0,0,1,0,0,1,0,104,106.41
1,0,1,0,0,0,0,1,0,0,1,104,146.7466667
1,0,1,0,0,0,1,0,0,0,1,104,146.98
1,0,1,0,0,1,0,0,0,0,1,104,146.96
1,0,1,0,1,0,1,0,0,1,0,104,105.53
1,0,1,0,1,1,0,0,0,1,0,104,105.76
1,0,1,0,1,0,0,1,0,0,1,104,147.59
1,0,1,0,1,0,1,0,0,0,1,104,147.5733333
1,0,1,1,0,1,0,0,1,0,0,104,56.965
1,0,1,1,0,0,0,1,1,0,0,104,57.63666667
1,0,1,1,0,0,1,0,1,0,0,104,56.52
1,0,1,1,0,0,0,1,0,1,0,104,77
1,0,1,1,1,1,0,0,1,0,0,104,57.03
1,0,1,1,1,0,1,0,1,0,0,104,56.69
1,0,1,1,1,0,1,0,0,1,0,104,77.03
1,0,1,1,1,1,0,0,0,1,0,104,77.2
1,0,1,1,1,0,0,1,0,1,0,104,77.3775
1,1,0,0,0,0,0,1,1,0,0,104,47.785
1,1,0,0,0,1,0,0,0,1,0,104,92.19
1,1,0,0,0,0,1,0,0,1,0,104,92.77666667
1,1,0,0,0,0,0,1,0,1,0,104,93.10333333
1,1,0,0,0,0,1,0,0,0,1,104,131.32
1,1,0,0,1,1,0,0,1,0,0,104,47.315
1,1,0,0,1,0,1,0,1,0,0,104,47.27666667
1,1,0,0,1,1,0,0,0,1,0,104,92.465
1,1,0,0,1,0,0,1,0,1,0,104,93.125
1,1,0,0,1,1,0,0,0,0,1,104,130.1
1,1,0,0,1,0,1,0,0,0,1,104,130.645
1,1,0,1,0,1,0,0,1,0,0,104,47.4
1,1,0,1,0,0,1,0,1,0,0,104,47.28
1,1,0,1,0,0,0,1,1,0,0,104,48.49
1,1,0,1,0,1,0,0,0,1,0,104,71.54
1,1,0,1,0,0,1,0,0,1,0,104,71.91333333
1,1,0,1,0,0,0,1,0,1,0,104,72.41
1,1,0,1,0,1,0,0,0,0,1,104,97.305
1,1,0,1,0,0,0,1,0,0,1,104,97.36
1,1,0,1,1,0,0,1,1,0,0,104,47.425
1,1,0,1,1,1,0,0,0,1,0,104,71.336
1,1,0,1,1,0,1,0,0,1,0,104,71.66
1,1,0,1,1,0,0,1,0,1,0,104,71.6
1,1,0,1,1,0,1,0,0,0,1,104,97.95
1,1,0,1,1,0,0,1,0,0,1,104,97.30333333
1,1,1,0,0,1,0,0,0,0,1,104,156.94
1,1,1,0,1,0,1,0,1,0,0,104,57.33
1,1,1,0,1,1,0,0,0,1,0,104,112.17
1,1,1,0,1,0,1,0,0,0,1,104,156.33
1,1,1,0,1,0,0,1,0,0,1,104,157.075
1,1,1,0,1,1,0,0,0,0,1,104,156.7433333
1,1,1,1,0,0,0,1,0,0,1,104,111.5325
1,1,1,1,0,0,1,0,0,0,1,104,110.495
1,1,1,1,0,1,0,0,0,0,1,104,110.68
1,1,1,1,1,0,0,1,1,0,0,104,57.78
1,1,1,1,1,1,0,0,0,1,0,104,82.175
1,1,1,1,1,0,1,0,0,1,0,104,82.16
1,1,1,1,1,0,0,1,0,1,0,104,81.65
1,1,1,1,1,1,0,0,0,0,1,104,110.73
1,1,1,1,1,0,0,1,0,0,1,104,110.38
0,0,0,0,0,1,0,0,1,0,0,105,23.906
0,0,0,0,0,0,1,0,1,0,0,105,24.076
0,0,0,0,0,0,0,1,1,0,0,105,24.2
0,0,0,0,0,1,0,0,0,1,0,105,44.384
0,0,0,0,0,0,1,0,0,1,0,105,44.508
0,0,0,0,0,0,0,1,0,1,0,105,44.59
0,0,0,0,0,1,0,0,0,0,1,105,61.886
0,0,0,0,0,0,1,0,0,0,1,105,62.114
0,0,0,0,0,0,0,1,0,0,1,105,62.296
0,0,0,0,1,0,1,0,1,0,0,105,24.076
0,0,0,0,1,1,0,0,0,1,0,105,44.34
0,0,0,0,1,0,1,0,0,0,1,105,62.184
0,0,0,0,1,0,0,1,0,0,1,105,62.244
0,0,0,1,0,0,1,0,1,0,0,105,24.066
0,0,0,1,0,0,0,1,1,0,0,105,24.22
0,0,0,1,0,1,0,0,0,1,0,105,34.21
0,0,0,1,0,0,1,0,0,1,0,105,34.292
0,0,0,1,0,0,0,1,0,1,0,105,34.386
0,0,0,1,0,1,0,0,0,0,1,105,45.274
0,0,0,1,0,0,0,1,0,0,1,105,45.488
0,0,0,1,1,1,0,0,1,0,0,105,23.925
0,0,0,1,1,0,1,0,1,0,0,105,24.072
0,0,0,1,1,0,0,1,1,0,0,105,24.222
0,0,0,1,1,1,0,0,0,1,0,105,34.128
0,0,0,1,1,0,0,1,0,1,0,105,34.42
0,0,0,1,1,0,1,0,0,0,1,105,45.398
0,0,1,0,0,0,0,1,1,0,0,105,29.944
0,0,1,0,0,0,1,0,0,1,0,105,58.36
0,0,1,0,0,0,1,0,0,0,1,105,82.732
0,0,1,0,0,1,0,0,0,0,1,105,82.568
0,0,1,0,0,0,0,1,0,0,1,105,82.612
0,0,1,0,1,0,1,0,1,0,0,105,29.96
0,0,1,0,1,1,0,0,0,0,1,105,82.582
0,0,1,0,1,0,1,0,0,0,1,105,82.578
0,0,1,1,0,1,0,0,1,0,0,105,29.962
0,0,1,1,0,0,1,0,0,1,0,105,42.32
0,0,1,1,0,0,0,1,0,0,1,105,56.856
0,0,1,1,0,1,0,0,0,0,1,105,56.878
0,0,1,1,1,1,0,0,1,0,0,105,29.966
0,0,1,1,1,0,0,1,1,0,0,105,29.934
0,0,1,1,1,0,1,0,1,0,0,105,29.958
0,0,1,1,1,0,0,1,0,0,1,105,56.846
0,0,1,1,1,1,0,0,0,0,1,105,56.836
0,0,1,1,1,0,1,0,0,0,1,105,56.79
0,1,0,0,0,0,1,0,1,0,0,105,25.052
0,1,0,0,0,0,0,1,1,0,0,105,25.158
0,1,0,0,0,1,0,0,0,1,0,105,51.722
0,1,0,0,0,0,1,0,0,1,0,105,51.746
0,1,0,0,0,1,0,0,0,0,1,105,74.732
0,1,0,0,0,0,0,1,0,0,1,105,74.764
0,1,0,0,1,1,0,0,1,0,0,105,24.864
0,1,0,0,1,0,1,0,1,0,0,105,25.026
0,1,0,0,1,0,0,1,1,0,0,105,25.16
0,1,0,0,1,1,0,0,0,1,0,105,51.64
0,1,0,0,1,0,1,0,0,1,0,105,51.768
0,1,0,0,1,0,0,1,0,1,0,105,51.83
0,1,0,0,1,0,0,1,0,0,1,105,74.752
0,1,0,1,0,1,0,0,1,0,0,105,24.854
0,1,0,1,0,0,0,1,1,0,0,105,25.186
0,1,0,1,0,0,0,1,0,1,0,105,40.72
0,1,0,1,0,0,0,1,0,0,1,105,56.636
0,1,0,1,1,1,0,0,1,0,0,105,24.88
0,1,0,1,1,0,1,0,1,0,0,105,25.062
0,1,0,1,1,0,0,1,1,0,0,105,25.152
0,1,0,1,1,0,1,0,0,1,0,105,40.594
0,1,0,1,1,0,0,1,0,1,0,105,40.78
0,1,0,1,1,1,0,0,0,0,1,105,56.356
0,1,0,1,1,0,1,0,0,0,1,105,56.6
0,1,0,1,1,0,0,1,0,0,1,105,56.67
0,1,1,0,0,0,1,0,1,0,0,105,30.416
0,1,1,0,0,1,0,0,1,0,0,105,30.392
0,1,1,0,0,0,1,0,0,1,0,105,62.076
0,1,1,0,0,0,0,1,0,0,1,105,89.136
0,1,1,0,1,0,1,0,1,0,0,105,30.39
0,1,1,0,1,1,0,0,0,1,0,105,62.114
0,1,1,0,1,0,0,1,0,1,0,105,62.07
0,1,1,0,1,0,1,0,0,1,0,105,62.036
0,1,1,1,0,0,1,0,0,1,0,105,45.896
0,1,1,1,0,1,0,0,0,0,1,105,63.112
0,1,1,1,1,0,0,1,1,0,0,105,30.38
0,1,1,1,1,1,0,0,0,1,0,105,45.798
0,1,1,1,1,0,0,1,0,1,0,105,45.836
0,1,1,1,1,0,0,1,0,0,1,105,62.972
1,0,0,0,0,1,0,0,1,0,0,105,23.744
1,0,0,0,0,1,0,0,0,1,0,105,44.808
1,0,0,0,0,0,1,0,0,1,0,105,45.094
1,0,0,0,0,0,0,1,0,1,0,105,45.182
1,0,0,0,0,0,1,0,0,0,1,105,63.154
1,0,0,0,1,1,0,0,1,0,0,105,23.778
1,0,0,0,1,0,1,0,1,0,0,105,23.948
1,0,0,0,1,0,0,1,1,0,0,105,24.066
1,0,0,0,1,1,0,0,0,1,0,105,44.844
1,0,0,0,1,0,1,0,0,1,0,105,45.072
1,0,0,0,1,1,0,0,0,0,1,105,63.288
1,0,0,0,1,0,1,0,0,0,1,105,63.224
1,0,0,0,1,0,0,1,0,0,1,105,63.244
1,0,0,1,0,1,0,0,1,0,0,105,23.718
1,0,0,1,0,0,1,0,1,0,0,105,23.948
1,0,0,1,0,0,0,1,1,0,0,105,24.074
1,0,0,1,0,0,1,0,0,1,0,105,34.164
1,0,0,1,0,0,0,1,0,0,1,105,45.512
1,0,0,1,1,1,0,0,1,0,0,105,23.71
1,0,0,1,1,0,1,0,1,0,0,105,23.944
1,0,0,1,1,1,0,0,0,1,0,105,34.008
1,0,0,1,1,1,0,0,0,0,1,105,45.174
1,0,0,1,1,0,0,1,0,0,1,105,45.464
1,0,1,0,0,1,0,0,0,1,0,105,58.62
1,0,1,0,0,0,0,1,0,1,0,105,58.636
1,0,1,0,0,0,1,0,0,1,0,105,58.572
1,0,1,0,0,0,0,1,0,0,1,105,83.326
1,0,1,0,0,0,1,0,0,0,1,105,83.31
1,0,1,0,0,1,0,0,0,0,1,105,83.412
1,0,1,0,1,0,1,0,0,1,0,105,58.568
1,0,1,0,1,1,0,0,0,1,0,105,58.526
1,0,1,0,1,0,0,1,0,0,1,105,83.398
1,0,1,0,1,0,1,0,0,0,1,105,83.412
1,0,1,1,0,1,0,0,1,0,0,105,29.842
1,0,1,1,0,0,0,1,1,0,0,105,29.812
1,0,1,1,0,0,1,0,1,0,0,105,29.79
1,0,1,1,0,0,0,1,0,1,0,105,42.248
1,0,1,1,1,1,0,0,1,0,0,105,29.818
1,0,1,1,1,0,1,0,1,0,0,105,29.788
1,0,1,1,1,0,1,0,0,1,0,105,42.196
1,0,1,1,1,1,0,0,0,1,0,105,42.2
1,0,1,1,1,0,0,1,0,1,0,105,42.266
1,1,0,0,0,0,0,1,1,0,0,105,24.96
1,1,0,0,0,1,0,0,0,1,0,105,52.112
1,1,0,0,0,0,1,0,0,1,0,105,52.202
1,1,0,0,0,0,0,1,0,1,0,105,52.392
1,1,0,0,0,0,1,0,0,0,1,105,75.788
1,1,0,0,1,1,0,0,1,0,0,105,24.716
1,1,0,0,1,0,1,0,1,0,0,105,24.836
1,1,0,0,1,1,0,0,0,1,0,105,52.224
1,1,0,0,1,0,0,1,0,1,0,105,52.444
1,1,0,0,1,1,0,0,0,0,1,105,75.678
1,1,0,0,1,0,1,0,0,0,1,105,75.784
1,1,0,1,0,1,0,0,1,0,0,105,24.68
1,1,0,1,0,0,1,0,1,0,0,105,24.908
1,1,0,1,0,0,0,1,1,0,0,105,25.018
1,1,0,1,0,1,0,0,0,1,0,105,40.296
1,1,0,1,0,0,1,0,0,1,0,105,40.478
1,1,0,1,0,0,0,1,0,1,0,105,40.566
1,1,0,1,0,1,0,0,0,0,1,105,56.188
1,1,0,1,0,0,0,1,0,0,1,105,56.392
1,1,0,1,1,0,0,1,1,0,0,105,24.974
1,1,0,1,1,1,0,0,0,1,0,105,40.308
1,1,0,1,1,0,1,0,0,1,0,105,40.516
1,1,0,1,1,0,0,1,0,1,0,105,40.566
1,1,0,1,1,0,1,0,0,0,1,105,56.3125
1,1,0,1,1,0,0,1,0,0,1,105,56.412
1,1,1,0,0,1,0,0,0,0,1,105,89.7
1,1,1,0,1,0,1,0,1,0,0,105,30.206
1,1,1,0,1,1,0,0,0,1,0,105,62.422
1,1,1,0,1,0,1,0,0,0,1,105,89.73
1,1,1,0,1,0,0,1,0,0,1,105,89.694
